Date,Region,Location from list,Title,Code,Elevation,Caught,Buried,Killed,Aspect,Vertical Fall,Latitude,Longitude,Avalanche Type,Bed Surface,D size,R size,Problem Type,Trigger,Slab Thickness units
12/30/2024,Cooke City,Henderson Mountain,"large natural avalanche, NE Mt. Henderson",HS-N-R4-D2-O,10090,0,0,,NE,,45.0524,-109.945,Hard slab avalanche,O - Old snow,2,4,Persistent Weak Layer,Natural trigger,inches
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
12/30/2024,Southern Madison,Cabin Creek,Avalanches in Taylor Fork,SS-N-R2-D2-G,9400,0,0,,NE,200,44.8949,-111.228,Soft slab avalanche,G - Ground,2,2,Persistent Weak Layer,Natural trigger,inches
12/30/2024,Bridger Range,The Throne,Numerous dry loose and slab avalanches near the Throne,SS-N-D2,,0,0,,,,45.8822,-110.952,Soft slab avalanche,,2,,,Natural trigger,centimeters
,,,,,,,,,,,,,,,,,,,
12/30/2024,Northern Madison,Beehive Basin,Avalanche in Beehive Basin,SS-ASc-R3-D1-I,8200,0,0,,W,50,45.3407,-111.391,Soft slab avalanche,I - Interface between new and old snow,1,3,Storm Slab,Skier,inches
12/30/2024,Bridger Range,Bradley Meadow,Avalanche on Bradleys Meadow Caught and Carried,ASu,7800,1,0,,SE,,45.8322,-110.928,,,,,,Skier,inches
12/30/2024,Bridger Range,The Ramp,Storm slabs on the Ramp,SS,,0,0,,,,45.8288,-110.931,Soft slab avalanche,,,,Storm Slab,,centimeters
12/30/2024,Cooke City,Sheep Creek,Sheep Creek,SS-R1-D1,,0,0,,N,,45.0344,-109.984,Soft slab avalanche,,1,1,Storm Slab,,centimeters
12/30/2024,Lionhead Range,Quake Lake,Avalanche above Quake Lake,SS-N-R3-D2-O,7200,0,0,,N,400,44.8524,-111.392,Soft slab avalanche,O - Old snow,2,3,Persistent Slab,Natural trigger,centimeters
12/30/2024,Northern Gallatin,Flanders Creek,Wind slabs in Flanders,SS-AFu-R1-D1,7600,0,0,,,35,45.4521,-110.926,Soft slab avalanche,,1,1,Wind-Drifted Snow,Foot penetration,inches
12/30/2024,Northern Madison,Buck Ridge,Natural Avalanche on 1st Yellowmule,SS-N-R1-D1.5,,0,0,,,100,45.172,-111.385,Soft slab avalanche,,1.5,1,Persistent Weak Layer,Natural trigger,inches
12/29/2024,Cooke City,Round Lake,collapses near Cooke,,,0,0,,,,45.0745,-109.907,,,,,,,centimeters
,,,,,,,,,,,,,,,,,,,
12/29/2024,Southern Gallatin,Cabin Creek,Remote trigger cabin creek,SS-AMc-R3-D2-O,,0,0,,,,44.8949,-111.228,Soft slab avalanche,O - Old snow,2,3,Persistent Slab,Snowmobile,inches
12/29/2024,Northern Madison,Buck Ridge,Small avalanche in Buck,SS-N-D1,,0,0,,NE,20,45.1647,-111.364,Soft slab avalanche,,1,,Wind-Drifted Snow,Natural trigger,centimeters
12/28/2024,Lionhead Range,LIONHEAD AREA,Partial Burial at Lionhead,AMu,,1,0,,,,44.7292,-111.323,,,,,,Snowmobile,centimeters
12/28/2024,Lionhead Range,Lionhead Ridge,two avalanches at Lionhead,SS-R2-D2-O,,0,0,,,,44.7145,-111.318,Soft slab avalanche,O - Old snow,2,2,Persistent Weak Layer,,centimeters
,,,,,,,,,,,,,,,,,,,
12/27/2024,Bridger Range,Saddle Peak,Small Wind Slab Avalanche Saddle Peak,SS-N-R1-D1,9050,0,0,,E,150,45.7943,-110.936,Soft slab avalanche,,1,1,Wind Slab,Natural trigger,centimeters
12/26/2024,Southern Madison,Telemark Meadows,Cracking and Collapsing in Tele Meadows,,,0,0,,,,44.8899,-111.063,,,,,,,centimeters
,,,,,,,,,,,,,,,,,,,
12/21/2024,Northern Madison,Buck Ridge,Snowmobiler triggered wind slab on Buck Ridge,SS-AM-R2-D1.5,9500,0,0,,NE,50,45.1719,-111.38,Soft slab avalanche,,1.5,2,Wind Slab,Snowmobile,inches
12/19/2024,Cooke City,Goose Lake,E Face Mount Fox avalanche,SS-NC-R2-D2-O,11000,0,0,,E,,45.1153,-109.914,Soft slab avalanche,O - Old snow,2,2,Wind-Drifted Snow,Cornice fall,centimeters
12/19/2024,Bridger Range,Wolverine Bowl,Cornice triggered avalanche in Hourglass chute,SS-NC-R2-D2-O,8500,0,0,,E,850,45.8301,-110.934,Soft slab avalanche,O - Old snow,2,2,Wind-Drifted Snow,Cornice fall,inches
12/19/2024,Northern Madison,Fan Mountain,Natural avalanche on Fan Mountain,SS-N-R2-D2,,0,0,,,1000,45.2981,-111.524,Soft slab avalanche,,2,2,,,
